airline,source_airport,dest_airport,source_country,dest_country
AC,YVR,ORD,Canada,United States
AC,YVR,PDX,Canada,United States
AC,YVR,PEK,Canada,China
AC,YVR,PVG,Canada,China
AC,YVR,PVR,Canada,Mexico
AC,YVR,SEA,Canada,United States
AC,YVR,SFO,Canada,United States
AC,YVR,SYD,Canada,Australia
AC,YWG,DEN,Canada,United States
AC,YWG,ORD,Canada,United States
AC,YXE,DEN,Canada,United States
AC,YXU,ORD,Canada,United States
AC,YYC,CUN,Canada,Mexico
AC,YYC,DEN,Canada,United States
AC,YYC,EWR,Canada,United States
AC,YYC,FRA,Canada,Germany
AC,YYC,IAH,Canada,United States
AC,YYC,LAS,Canada,United States
AC,YYC,LAX,Canada,United States
AC,YYC,LHR,Canada,United Kingdom
AC,YYC,NRT,Canada,Japan
AC,YYC,ORD,Canada,United States
AC,YYC,PDX,Canada,United States
AC,YYC,PVR,Canada,Mexico
AC,YYC,SFO,Canada,United States
AC,YYC,SJD,Canada,Mexico
AC,YYC,VRA,Canada,Cuba
AC,YYJ,SFO,Canada,United States
AC,YYT,LHR,Canada,United Kingdom
AC,YYZ,ANU,Canada,Antigua and Barbuda
AC,YYZ,ATL,Canada,United States
AC,YYZ,AUA,Canada,Aruba
AC,YYZ,AUH,Canada,United Arab Emirates
AC,YYZ,AZS,Canada,Dominican Republic
AC,YYZ,BCN,Canada,Spain
AC,YYZ,BDA,Canada,Bermuda
AC,YYZ,BDL,Canada,United States
AC,YYZ,BGI,Canada,Barbados
AC,YYZ,BNA,Canada,United States
AC,YYZ,BOG,Canada,Colombia
AC,YYZ,BOS,Canada,United States
AC,YYZ,BWI,Canada,United States
AC,YYZ,CCC,Canada,Cuba
AC,YYZ,CDG,Canada,France
AC,YYZ,CLE,Canada,United States
AC,YYZ,CLT,Canada,United States
AC,YYZ,CMH,Canada,United States
AC,YYZ,CPH,Canada,Denmark
AC,YYZ,CUN,Canada,Mexico
AC,YYZ,CVG,Canada,United States
AC,YYZ,DCA,Canada,United States
AC,YYZ,DEN,Canada,United States
AC,YYZ,DFW,Canada,United States
AC,YYZ,DTW,Canada,United States
AC,YYZ,DUB,Canada,Ireland
AC,YYZ,EWR,Canada,United States
AC,YYZ,FCO,Canada,Italy
AC,YYZ,FLL,Canada,United States
AC,YYZ,FRA,Canada,Germany
AC,YYZ,GCM,Canada,Cayman Islands
AC,YYZ,GGT,Canada,Bahamas
AC,YYZ,GND,Canada,Grenada
AC,YYZ,GRU,Canada,Brazil
AC,YYZ,HAV,Canada,Cuba
AC,YYZ,HKG,Canada,Hong Kong
AC,YYZ,HOG,Canada,Cuba
AC,YYZ,IAD,Canada,United States
AC,YYZ,IAH,Canada,United States
AC,YYZ,IND,Canada,United States
AC,YYZ,IST,Canada,Turkey
AC,YYZ,JFK,Canada,United States
AC,YYZ,KIN,Canada,Jamaica
AC,YYZ,LAS,Canada,United States
AC,YYZ,LAX,Canada,United States
AC,YYZ,LGA,Canada,United States
AC,YYZ,LHR,Canada,United Kingdom
AC,YYZ,LIM,Canada,Peru
AC,YYZ,LIR,Canada,Costa Rica
AC,YYZ,MBJ,Canada,Jamaica
AC,YYZ,MCI,Canada,United States
AC,YYZ,MCO,Canada,United States
AC,YYZ,MDT,Canada,United States
AC,YYZ,MEX,Canada,Mexico
AC,YYZ,MIA,Canada,United States
AC,YYZ,MKE,Canada,United States
AC,YYZ,MSP,Canada,United States
AC,YYZ,MSY,Canada,United States
AC,YYZ,MUC,Canada,Germany
AC,YYZ,NAS,Canada,Bahamas
AC,YYZ,NRT,Canada,Japan
AC,YYZ,ORD,Canada,United States
AC,YYZ,PEK,Canada,China
AC,YYZ,PHL,Canada,United States
AC,YYZ,PHX,Canada,United States
AC,YYZ,PIT,Canada,United States
AC,YYZ,PLS,Canada,Turks and Caicos Islands
AC,YYZ,POP,Canada,Dominican Republic
AC,YYZ,PUJ,Canada,Dominican Republic
AC,YYZ,PVG,Canada,China
AC,YYZ,RDU,Canada,United States
AC,YYZ,ROC,Canada,United States
AC,YYZ,RSW,Canada,United States
AC,YYZ,SAN,Canada,United States
AC,YYZ,SCL,Canada,Chile
AC,YYZ,SEA,Canada,United States
AC,YYZ,SFO,Canada,United States
AC,YYZ,SJO,Canada,Costa Rica
AC,YYZ,SNU,Canada,Cuba
AC,YYZ,STL,Canada,United States
AC,YYZ,SYR,Canada,United States
AC,YYZ,TLV,Canada,Israel
AC,YYZ,TPA,Canada,United States
AC,YYZ,UVF,Canada,Saint Lucia
AC,YYZ,VIE,Canada,Austria
AC,YYZ,VRA,Canada,Cuba
AC,YYZ,WAW,Canada,Poland
AC,YYZ,ZRH,Canada,Switzerland
AC,ZRH,YUL,Switzerland,Canada
AC,ZRH,YYZ,Switzerland,Canada
AC,ZSA,PLS,Bahamas,Turks and Caicos Islands
AE,CGO,RMQ,China,Taiwan
AE,CGO,TPE,China,Taiwan
AE,CSX,KHH,China,Taiwan
AE,CSX,TPE,China,Taiwan
AE,FOC,TSA,China,Taiwan
AE,HAN,RMQ,Vietnam,Taiwan
AE,HGH,KHH,China,Taiwan
AE,HGH,RMQ,China,Taiwan
AE,HKG,RMQ,Hong Kong,Taiwan
AE,ICN,KHH,South Korea,Taiwan
AE,KHH,CSX,Taiwan,China
AE,KHH,HGH,Taiwan,China
AE,KHH,ICN,Taiwan,South Korea
AE,KHH,XMN,Taiwan,China
AE,LJG,TPE,China,Taiwan
AE,MXZ,RMQ,China,Taiwan
AE,NGB,RMQ,China,Taiwan
AE,NGB,TPE,China,Taiwan
AE,NKG,TPE,China,Taiwan
AE,OKA,RMQ,Japan,Taiwan
AE,RMQ,CGO,Taiwan,China
AE,RMQ,HAN,Taiwan,Vietnam
AE,RMQ,HGH,Taiwan,China
AE,RMQ,HKG,Taiwan,Hong Kong
AE,RMQ,MXZ,Taiwan,China
AE,RMQ,NGB,Taiwan,China
AE,RMQ,OKA,Taiwan,Japan
AE,RMQ,SGN,Taiwan,Vietnam
AE,SGN,RMQ,Vietnam,Taiwan
AE,SHE,TPE,China,Taiwan
AE,TPE,CGO,Taiwan,China
AE,TPE,CSX,Taiwan,China
AE,TPE,LJG,Taiwan,China
AE,TPE,NGB,Taiwan,China
AE,TPE,NKG,Taiwan,China
AE,TPE,SHE,Taiwan,China
AE,TPE,XMN,Taiwan,China
AE,TPE,YNZ,Taiwan,China
AE,TSA,FOC,Taiwan,China
AE,TSA,WNZ,Taiwan,China
AE,WNZ,TSA,China,Taiwan
AE,XMN,KHH,China,Taiwan
AE,XMN,TPE,China,Taiwan
AE,YNZ,TPE,China,Taiwan
AF,ABJ,CDG,Cote d'Ivoire,France
AF,ABV,CDG,Nigeria,France
AF,ABZ,CDG,United Kingdom,France
AF,AGP,CDG,Spain,France
AF,AJA,LGG,France,Belgium
AF,ALG,CDG,Algeria,France
AF,ALG,MRS,Algeria,France
AF,AMM,CDG,Jordan,France
AF,AMS,AUH,Netherlands,United Arab Emirates
AF,AMS,BOD,Netherlands,France
AF,AMS,BSL,Netherlands,France
AF,AMS,CDG,Netherlands,France
AF,AMS,CFE,Netherlands,France
AF,AMS,DMM,Netherlands,Saudi Arabia
AF,AMS,DOH,Netherlands,Qatar
AF,AMS,HRE,Netherlands,Zimbabwe
AF,AMS,JRO,Netherlands,Tanzania
AF,AMS,KGL,Netherlands,Rwanda
AF,AMS,KUL,Netherlands,Malaysia
AF,AMS,KWI,Netherlands,Kuwait
AF,AMS,LCY,Netherlands,United Kingdom
AF,AMS,LYS,Netherlands,France
AF,AMS,MRS,Netherlands,France
AF,AMS,NCE,Netherlands,France
AF,AMS,NTE,Netherlands,France
AF,AMS,SXB,Netherlands,France
AF,AMS,TLS,Netherlands,France
AF,AMS,TPE,Netherlands,Taiwan
AF,AMS,UIO,Netherlands,Ecuador
AF,ANR,LCY,Belgium,United Kingdom
AF,ARN,CDG,Sweden,France
AF,ATH,CDG,Greece,France
AF,ATH,MRS,Greece,France
AF,ATH,TLS,Greece,France
AF,ATL,BRU,United States,Belgium
AF,ATL,CDG,United States,France
AF,ATL,CUN,United States,Mexico
AF,ATL,CZM,United States,Mexico
AF,ATL,DUB,United States,Ireland
AF,ATL,DUS,United States,Germany
AF,ATL,FCO,United States,Italy
AF,ATL,FRA,United States,Germany
AF,ATL,GDL,United States,Mexico
AF,ATL,LHR,United States,United Kingdom
AF,ATL,MAD,United States,Spain
AF,ATL,MAN,United States,United Kingdom
AF,ATL,MEX,United States,Mexico
AF,ATL,MTY,United States,Mexico
AF,ATL,MUC,United States,Germany
AF,ATL,NAS,United States,Bahamas
AF,ATL,PTY,United States,Panama
AF,ATL,SJO,United States,Costa Rica
AF,ATL,SJU,United States,Puerto Rico
AF,ATL,STR,United States,Germany
AF,ATL,YUL,United States,Canada
AF,ATL,YYZ,United States,Canada
AF,AUH,AMS,United Arab Emirates,Netherlands
AF,AUH,BAH,United Arab Emirates,Bahrain
AF,AUH,CDG,United Arab Emirates,France
AF,BAH,AUH,Bahrain,United Arab Emirates
AF,BCN,CDG,Spain,France
AF,BCN,JFK,Spain,United States
AF,BEG,CDG,Serbia,France
AF,BES,LCY,France,United Kingdom
AF,BES,SOU,France,United Kingdom
AF,BEY,CDG,Lebanon,France
AF,BGF,NSI,Central African Republic,Cameroon
AF,BHX,CDG,United Kingdom,France
AF,BHX,LYS,United Kingdom,France
AF,BIA,LGG,France,Belgium
AF,BIO,CDG,Spain,France
AF,BIQ,GVA,France,Switzerland
AF,BKK,CDG,Thailand,France
AF,BKK,LPQ,Thailand,Laos
AF,BKO,CDG,Mali,France
AF,BLL,CDG,Denmark,France
AF,BLQ,CDG,Italy,France
AF,BLQ,LYS,Italy,France
AF,BLR,CDG,India,France
AF,BOD,AMS,France,Netherlands
AF,BOD,FCO,France,Italy
AF,BOG,CDG,Colombia,France
AF,BOM,CDG,India,France
AF,BOS,CDG,United States,France
AF,BOS,LHR,United States,United Kingdom
AF,BRE,CDG,Germany,France
AF,BRU,ATL,Belgium,United States
AF,BRU,JFK,Belgium,United States
AF,BRU,LYS,Belgium,France
AF,BRU,NTE,Belgium,France
AF,BSB,CDG,Brazil,France
AF,BSL,AMS,France,Netherlands
AF,BUD,CDG,Hungary,France
AF,BVE,LCY,France,United Kingdom
AF,BZV,CDG,Congo (Brazzaville),France
AF,CAI,CDG,Egypt,France
AF,CAN,CDG,China,France
AF,CAN,SIN,China,Singapore
AF,CAY,FDF,French Guiana,Martinique
AF,CAY,ORY,French Guiana,France
AF,CCS,CDG,Venezuela,France
AF,CDG,ABJ,France,Cote d'Ivoire
AF,CDG,ABV,France,Nigeria
AF,CDG,ABZ,France,United Kingdom
AF,CDG,AGP,France,Spain
AF,CDG,ALG,France,Algeria
AF,CDG,AMM,France,Jordan
AF,CDG,AMS,France,Netherlands
AF,CDG,ARN,France,Sweden
AF,CDG,ATH,France,Greece
AF,CDG,ATL,France,United States
AF,CDG,AUH,France,United Arab Emirates
AF,CDG,BCN,France,Spain
AF,CDG,BEG,France,Serbia
AF,CDG,BEY,France,Lebanon
AF,CDG,BGF,France,Central African Republic
AF,CDG,BHX,France,United Kingdom
AF,CDG,BIO,France,Spain
AF,CDG,BKK,France,Thailand
AF,CDG,BKO,France,Mali
AF,CDG,BLL,France,Denmark
AF,CDG,BLQ,France,Italy
AF,CDG,BLR,France,India
AF,CDG,BOG,France,Colombia
AF,CDG,BOM,France,India
AF,CDG,BOS,France,United States
AF,CDG,BRE,France,Germany
AF,CDG,BSB,France,Brazil
AF,CDG,BUD,France,Hungary
AF,CDG,BZV,France,Congo (Brazzaville)
AF,CDG,CAI,France,Egypt
AF,CDG,CAN,France,China
AF,CDG,CCS,France,Venezuela
AF,CDG,CKY,France,Guinea
AF,CDG,CMN,France,Morocco
AF,CDG,COO,France,Benin
AF,CDG,CPH,France,Denmark
AF,CDG,CVG,France,United States
AF,CDG,DEL,France,India
AF,CDG,DKR,France,Senegal
AF,CDG,DLA,France,Cameroon
AF,CDG,DTW,France,United States
AF,CDG,DUB,France,Ireland
AF,CDG,DUS,France,Germany
AF,CDG,DXB,France,United Arab Emirates
AF,CDG,EDI,France,United Kingdom
AF,CDG,EVN,France,Armenia
AF,CDG,EWR,France,United States
AF,CDG,EXT,France,United Kingdom
AF,CDG,EZE,France,Argentina
AF,CDG,FCO,France,Italy
AF,CDG,FIH,France,Congo (Kinshasa)
AF,CDG,FLR,France,Italy
AF,CDG,FRA,France,Germany
AF,CDG,GIG,France,Brazil
AF,CDG,GOA,France,Italy
AF,CDG,GOT,France,Sweden
AF,CDG,GRU,France,Brazil
AF,CDG,GVA,France,Switzerland
AF,CDG,GYD,France,Azerbaijan
AF,CDG,HAJ,France,Germany
AF,CDG,HAM,France,Germany
AF,CDG,HAN,France,Vietnam
AF,CDG,HAV,France,Cuba
AF,CDG,HEL,France,Finland
AF,CDG,HKG,France,Hong Kong
AF,CDG,HND,France,Japan
AF,CDG,IAD,France,United States
AF,CDG,IAH,France,United States
AF,CDG,ICN,France,South Korea
AF,CDG,IST,France,Turkey
AF,CDG,JED,France,Saudi Arabia
AF,CDG,JFK,France,United States
AF,CDG,JIB,France,Djibouti
AF,CDG,JNB,France,South Africa
AF,CDG,KBP,France,Ukraine
AF,CDG,KIX,France,Japan
AF,CDG,KUL,France,Malaysia
AF,CDG,LAD,France,Angola
AF,CDG,LAX,France,United States
AF,CDG,LBV,France,Gabon
AF,CDG,LCA,France,Cyprus
AF,CDG,LED,France,Russia
AF,CDG,LFW,France,Togo
AF,CDG,LHR,France,United Kingdom
AF,CDG,LIM,France,Peru
AF,CDG,LIN,France,Italy
AF,CDG,LIS,France,Portugal
AF,CDG,LJU,France,Slovenia
AF,CDG,LOS,France,Nigeria
AF,CDG,LUX,France,Luxembourg
AF,CDG,MAD,France,Spain
AF,CDG,MAN,France,United Kingdom
AF,CDG,MEX,France,Mexico
AF,CDG,MIA,France,United States
AF,CDG,MLA,France,Malta
AF,CDG,MRU,France,Mauritius
AF,CDG,MSP,France,United States
AF,CDG,MUC,France,Germany
AF,CDG,NAP,France,Italy
AF,CDG,NBO,France,Kenya
AF,CDG,NCL,France,United Kingdom
AF,CDG,NDJ,France,Chad
AF,CDG,NIM,France,Niger
AF,CDG,NKC,France,Mauritania
AF,CDG,NRT,France,Japan
AF,CDG,NSI,France,Cameroon
AF,CDG,NUE,France,Germany
AF,CDG,ORD,France,United States
AF,CDG,OSL,France,Norway
AF,CDG,OTP,France,Romania
AF,CDG,OUA,France,Burkina Faso
AF,CDG,PEK,France,China
AF,CDG,PHL,France,United States
AF,CDG,PIT,France,United States
AF,CDG,PNR,France,Congo (Brazzaville)
AF,CDG,PRG,France,Czech Republic
AF,CDG,PTY,France,Panama
AF,CDG,PUJ,France,Dominican Republic
AF,CDG,PVG,France,China
AF,CDG,RBA,France,Morocco
AF,CDG,RIX,France,Latvia
AF,CDG,ROB,France,Liberia
AF,CDG,RUH,France,Saudi Arabia
AF,CDG,SCL,France,Chile
AF,CDG,SEA,France,United States
AF,CDG,SFO,France,United States
AF,CDG,SGN,France,Vietnam
AF,CDG,SIN,France,Singapore
AF,CDG,SLC,France,United States
AF,CDG,SOF,France,Bulgaria
AF,CDG,STR,France,Germany
AF,CDG,SVG,France,Norway
AF,CDG,SVO,France,Russia
AF,CDG,SXM,France,Netherlands Antilles
AF,CDG,TBS,France,Georgia
AF,CDG,TLV,France,Israel
AF,CDG,TNR,France,Madagascar
AF,CDG,TRN,France,Italy
AF,CDG,TUN,France,Tunisia
AF,CDG,TXL,France,Germany
AF,CDG,VCE,France,Italy
AF,CDG,VGO,France,Spain
AF,CDG,VIE,France,Austria
AF,CDG,VLC,France,Spain
AF,CDG,VRN,France,Italy
AF,CDG,WAW,France,Poland
AF,CDG,WUH,France,China
AF,CDG,YUL,France,Canada
AF,CDG,YYZ,France,Canada
AF,CDG,ZAG,France,Croatia
AF,CDG,ZRH,France,Switzerland
AF,CFE,AMS,France,Netherlands
AF,CGK,KUL,Indonesia,Malaysia
AF,CKY,CDG,Guinea,France
AF,CKY,NKC,Guinea,Mauritania
AF,CMN,CDG,Morocco,France
AF,CMN,TLS,Morocco,France
AF,COO,CDG,Benin,France
AF,CPH,CDG,Denmark,France
AF,CUN,ATL,Mexico,United States
AF,CVG,CDG,United States,France
AF,CWL,JER,United Kingdom,Jersey
AF,CWL,ORY,United Kingdom,France
AF,CZM,ATL,Mexico,United States
AF,DAR,AMS,Tanzania,Netherlands
AF,DEL,CDG,India,France
AF,DKR,CDG,Senegal,France
AF,DLA,CDG,Cameroon,France
AF,DLA,SSG,Cameroon,Equatorial Guinea
AF,DMM,AMS,Saudi Arabia,Netherlands
AF,DMM,KWI,Saudi Arabia,Kuwait
AF,DOH,AMS,Qatar,Netherlands
AF,DOH,MCT,Qatar,Oman
AF,DOL,LCY,France,United Kingdom
AF,DRS,LCY,Germany,United Kingdom
AF,DTW,CDG,United States,France
AF,DTW,FRA,United States,Germany
AF,DTW,LHR,United States,United Kingdom
AF,DUB,ATL,Ireland,United States
AF,DUB,CDG,Ireland,France
AF,DUB,JFK,Ireland,United States
AF,DUB,LCY,Ireland,United Kingdom
AF,DUS,ATL,Germany,United States
AF,DUS,CDG,Germany,France
AF,DUS,NTE,Germany,France
AF,DXB,CDG,United Arab Emirates,France
AF,DZA,HAH,Mayotte,Comoros
AF,EBB,AMS,Uganda,Netherlands
AF,EDI,CDG,United Kingdom,France
AF,EGC,EXT,France,United Kingdom
AF,EGC,SOU,France,United Kingdom
AF,EVN,CDG,Armenia,France
AF,EWR,CDG,United States,France
AF,EXT,CDG,United Kingdom,France
AF,EXT,EGC,United Kingdom,France
AF,EXT,RNS,United Kingdom,France
AF,EZE,CDG,Argentina,France
AF,EZE,MVD,Argentina,Uruguay
AF,FCO,ATL,Italy,United States
AF,FCO,BOD,Italy,France
AF,FCO,CDG,Italy,France
AF,FCO,LCY,Italy,United Kingdom
AF,FCO,LYS,Italy,France
AF,FCO,MPL,Italy,France
AF,FCO,MRS,Italy,France
AF,FCO,NCE,Italy,France
AF,FCO,SXB,Italy,France
AF,FCO,TLS,Italy,France
AF,FDF,CAY,Martinique,French Guiana
AF,FDF,ORY,Martinique,France
AF,FDF,PTP,Martinique,Guadeloupe
AF,FDF,SDQ,Martinique,Dominican Republic
AF,FIH,CDG,Congo (Kinshasa),France
AF,FLR,CDG,Italy,France
AF,FLR,LCY,Italy,United Kingdom
AF,FLR,LYS,Italy,France
AF,FNA,CDG,Sierra Leone,France
AF,FRA,ATL,Germany,United States
AF,FRA,CDG,Germany,France
AF,FRA,DTW,Germany,United States
AF,FRA,JFK,Germany,United States
AF,GDL,ATL,Mexico,United States
AF,GIG,CDG,Brazil,France
AF,GOA,CDG,Italy,France
AF,GOT,CDG,Sweden,France
AF,GOT,LYS,Sweden,France
AF,GRU,CDG,Brazil,France
AF,GUA,ATL,Guatemala,United States
AF,GVA,BIQ,Switzerland,France
AF,GVA,CDG,Switzerland,France
AF,GYD,CDG,Azerbaijan,France
AF,GYE,AMS,Ecuador,Netherlands
AF,HAH,NBO,Comoros,Kenya
AF,HAJ,CDG,Germany,France
AF,HAM,CDG,Germany,France
AF,HAM,TLS,Germany,France
AF,HAN,CDG,Vietnam,France
AF,HAN,REP,Vietnam,Cambodia
AF,HAV,CDG,Cuba,France
AF,HEL,CDG,Finland,France
AF,HKG,CDG,Hong Kong,France
AF,HND,CDG,Japan,France
AF,HRE,LUN,Zimbabwe,Zambia
AF,HRE,NBO,Zimbabwe,Kenya
AF,IAD,CDG,United States,France
AF,IAH,CDG,United States,France
AF,ICN,CDG,South Korea,France
AF,IST,CDG,Turkey,France
AF,IST,MRS,Turkey,France
AF,JED,CDG,Saudi Arabia,France
AF,JER,CWL,Jersey,United Kingdom
AF,JFK,BCN,United States,Spain
AF,JFK,BRU,United States,Belgium
AF,JFK,CDG,United States,France
AF,JFK,DUB,United States,Ireland
AF,JFK,FRA,United States,Germany
AF,JFK,LHR,United States,United Kingdom
AF,JFK,MAD,United States,Spain
AF,JFK,NCE,United States,France
AF,JFK,PAP,United States,Haiti
AF,JIB,CDG,Djibouti,France
AF,JNB,CDG,South Africa,France
AF,KBP,CDG,Ukraine,France
AF,KGL,BJM,Rwanda,Burundi
AF,KGL,EBB,Rwanda,Uganda
AF,KIX,CDG,Japan,France
AF,KUL,AMS,Malaysia,Netherlands
AF,KUL,CDG,Malaysia,France
AF,KUL,CGK,Malaysia,Indonesia
AF,KWI,AMS,Kuwait,Netherlands
AF,KWI,DMM,Kuwait,Saudi Arabia
AF,LAD,CDG,Angola,France
AF,LAX,CDG,United States,France
AF,LAX,PPT,United States,French Polynesia
AF,LBV,CDG,Gabon,France
AF,LCA,CDG,Cyprus,France
AF,LCY,AMS,United Kingdom,Netherlands
AF,LCY,ANR,United Kingdom,Belgium
AF,LCY,BES,United Kingdom,France
AF,LCY,BVE,United Kingdom,France
AF,LCY,DOL,United Kingdom,France
AF,LCY,DRS,United Kingdom,Germany
AF,LCY,DUB,United Kingdom,Ireland
AF,LCY,FCO,United Kingdom,Italy
AF,LCY,FLR,United Kingdom,Italy
AF,LCY,LIN,United Kingdom,Italy
AF,LCY,NTE,United Kingdom,France
AF,LCY,ORY,United Kingdom,France
AF,LCY,RTM,United Kingdom,Netherlands
AF,LED,CDG,Russia,France
AF,LFW,CDG,Togo,France
AF,LGG,AJA,Belgium,France
AF,LGG,BIA,Belgium,France
AF,LHR,ATL,United Kingdom,United States
AF,LHR,BOS,United Kingdom,United States
AF,LHR,CDG,United Kingdom,France
AF,LHR,DTW,United Kingdom,United States
AF,LHR,JFK,United Kingdom,United States
AF,LHR,MSP,United Kingdom,United States
AF,LHR,SEA,United Kingdom,United States
AF,LIG,SOU,France,United Kingdom
AF,LIM,CDG,Peru,France
AF,LIN,CDG,Italy,France
AF,LIN,LCY,Italy,United Kingdom
AF,LIN,ORY,Italy,France
AF,LIR,ATL,Costa Rica,United States
AF,LIS,CDG,Portugal,France
AF,LJU,CDG,Slovenia,France
AF,LLW,LUN,Malawi,Zambia
AF,LLW,NBO,Malawi,Kenya
AF,LOS,CDG,Nigeria,France
AF,LPQ,BKK,Laos,Thailand
AF,LRH,SOU,France,United Kingdom
AF,LUN,AMS,Zambia,Netherlands
AF,LUN,HRE,Zambia,Zimbabwe
AF,LUN,LLW,Zambia,Malawi
AF,LUN,NBO,Zambia,Kenya
AF,LUX,CDG,Luxembourg,France
AF,LVI,HRE,Zambia,Zimbabwe
AF,LYS,AMS,France,Netherlands
AF,LYS,BHX,France,United Kingdom
AF,LYS,BLQ,France,Italy
AF,LYS,BRU,France,Belgium
AF,LYS,FCO,France,Italy
AF,LYS,FLR,France,Italy
AF,LYS,GOT,France,Sweden
AF,LYS,MLA,France,Malta
AF,LYS,MXP,France,Italy
AF,LYS,PRG,France,Czech Republic
AF,LYS,VCE,France,Italy
AF,LYS,VIE,France,Austria
AF,MAD,ATL,Spain,United States
AF,MAD,CDG,Spain,France
AF,MAD,JFK,Spain,United States
AF,MAD,ORY,Spain,France
AF,MAN,ATL,United Kingdom,United States
AF,MAN,CDG,United Kingdom,France
AF,MAN,NTE,United Kingdom,France
AF,MBJ,ATL,Jamaica,United States
AF,MCT,DOH,Oman,Qatar
AF,MEX,ATL,Mexico,United States
AF,MEX,CDG,Mexico,France
AF,MIA,CDG,United States,France
AF,MIA,PAP,United States,Haiti
AF,MLA,CDG,Malta,France
AF,MLA,LYS,Malta,France
AF,MLA,ORY,Malta,France
AF,MLA,TLS,Malta,France
AF,MNL,TPE,Philippines,Taiwan
AF,MPL,FCO,France,Italy
AF,MRS,ALG,France,Algeria
AF,MRS,AMS,France,Netherlands
AF,MRS,ATH,France,Greece
AF,MRS,FCO,France,Italy
AF,MRS,IST,France,Turkey
AF,MRS,MXP,France,Italy
AF,MRS,PRG,France,Czech Republic
AF,MRS,RAK,France,Morocco
AF,MRS,SVO,France,Russia
AF,MRS,TLV,France,Israel
AF,MRS,TUN,France,Tunisia
AF,MRS,TXL,France,Germany
AF,MRS,VCE,France,Italy
AF,MRU,CDG,Mauritius,France
AF,MRU,RUN,Mauritius,Reunion
AF,MRU,ZSE,Mauritius,Reunion
AF,MSP,CDG,United States,France
AF,MSP,LHR,United States,United Kingdom
AF,MTY,ATL,Mexico,United States
AF,MUC,ATL,Germany,United States
AF,MUC,CDG,Germany,France
AF,MVD,EZE,Uruguay,Argentina
AF,MXP,LYS,Italy,France
AF,MXP,MRS,Italy,France
AF,MXP,NTE,Italy,France
AF,NAP,CDG,Italy,France
AF,NAS,ATL,Bahamas,United States
AF,NBO,CDG,Kenya,France
AF,NBO,DZA,Kenya,Mayotte
AF,NBO,HRE,Kenya,Zimbabwe
AF,NBO,KGL,Kenya,Rwanda
AF,NBO,LLW,Kenya,Malawi
AF,NBO,LUN,Kenya,Zambia
AF,NBO,LVI,Kenya,Zambia
AF,NCE,AMS,France,Netherlands
AF,NCE,FCO,France,Italy
AF,NCE,JFK,France,United States
AF,NCE,SOU,France,United Kingdom
AF,NCE,TLV,France,Israel
AF,NCE,VCE,France,Italy
AF,NCL,CDG,United Kingdom,France
AF,NDJ,CDG,Chad,France
AF,NIM,CDG,Niger,France
AF,NIM,OUA,Niger,Burkina Faso
AF,NKC,CDG,Mauritania,France
AF,NKC,CKY,Mauritania,Guinea
AF,NRT,CDG,Japan,France
AF,NRT,SPN,Japan,Northern Mariana Islands
AF,NSI,CDG,Cameroon,France
AF,NTE,AMS,France,Netherlands
AF,NTE,BRU,France,Belgium
AF,NTE,DUS,France,Germany
AF,NTE,LCY,France,United Kingdom
AF,NTE,MAN,France,United Kingdom
AF,NTE,MXP,France,Italy
AF,NTE,SOU,France,United Kingdom
AF,NUE,CDG,Germany,France
AF,ORD,CDG,United States,France
AF,ORY,CAY,France,French Guiana
AF,ORY,CWL,France,United Kingdom
AF,ORY,FDF,France,Martinique
AF,ORY,LCY,France,United Kingdom
AF,ORY,LIN,France,Italy
AF,ORY,MAD,France,Spain
AF,ORY,MLA,France,Malta
AF,ORY,PMI,France,Spain
AF,ORY,PTP,France,Guadeloupe
AF,ORY,RUN,France,Reunion
AF,ORY,SOU,France,United Kingdom
AF,OSL,CDG,Norway,France
AF,OTP,CDG,Romania,France
AF,OUA,CDG,Burkina Faso,France
AF,OUA,NIM,Burkina Faso,Niger
AF,PAP,JFK,Haiti,United States
AF,PAP,MIA,Haiti,United States
AF,PAP,PTP,Haiti,Guadeloupe
AF,PEK,CDG,China,France
AF,PHL,CDG,United States,France
AF,PIT,CDG,United States,France
AF,PMI,ORY,Spain,France
AF,PNR,CDG,Congo (Brazzaville),France
AF,PPT,LAX,French Polynesia,United States
AF,PRG,CDG,Czech Republic,France
AF,PRG,LYS,Czech Republic,France
AF,PRG,MRS,Czech Republic,France
AF,PTP,FDF,Guadeloupe,Martinique
AF,PTP,ORY,Guadeloupe,France
AF,PTP,PAP,Guadeloupe,Haiti
AF,PTP,SDQ,Guadeloupe,Dominican Republic
AF,PTY,ATL,Panama,United States
AF,PTY,CDG,Panama,France
AF,PUJ,CDG,Dominican Republic,France
AF,PVG,CDG,China,France
AF,PVR,ATL,Mexico,United States
AF,RAK,MRS,Morocco,France
AF,RAK,TLS,Morocco,France
AF,RBA,CDG,Morocco,France
AF,REP,HAN,Cambodia,Vietnam
AF,RIX,CDG,Latvia,France
AF,RNS,EXT,France,United Kingdom
AF,RNS,SOU,France,United Kingdom
AF,ROB,FNA,Liberia,Sierra Leone
AF,ROR,NRT,Palau,Japan
AF,RTM,LCY,Netherlands,United Kingdom
AF,RUH,CDG,Saudi Arabia,France
AF,RUN,MRU,Reunion,Mauritius
AF,RUN,ORY,Reunion,France
AF,SCL,CDG,Chile,France
AF,SDQ,CDG,Dominican Republic,France
